Entry Date,Exit Date,Ticker,Entry Price,Exit Price,Shares,Max Leverage,PnL,PnL %,Days Held,Exit Reason
1989-06-02,1989-06-22,DXY,101.22,101.56,20.816,1.0,7.08,0.34,20,TRAILING STOP: Price 101.56 < Stop 102.09
1989-06-20,1989-06-29,RUSSELL2000,170.69,168.07,12.3896,1.0,-32.46,-1.53,9,TRAILING STOP: Price 168.07 < Stop 168.83
1989-06-20,1989-06-29,NASDAQ,444.6,437.9,4.6615,1.0,-31.23,-1.51,9,TRAILING STOP: Price 437.90 < Stop 439.70
1989-06-22,1989-07-05,DXY,101.56,98.58,20.4147,1.0,-60.84,-2.93,13,TRAILING STOP: Price 98.58 < Stop 99.08
1989-07-05,1989-07-31,DXY,98.58,97.39,21.0067,1.0,-25.0,-1.21,26,TRAILING STOP: Price 97.39 < Stop 97.49
1989-06-29,1989-08-21,RUSSELL2000,168.07,174.64,12.58,1.5,123.98,5.86,53,TRAILING STOP: Price 174.64 < Stop 174.77
1989-08-04,1989-09-25,DXY,99.52,99.56,20.8033,1.0,0.83,0.04,52,TRAILING STOP: Price 99.56 < Stop 100.86
1989-06-29,1989-10-13,NASDAQ,437.9,467.3,4.7317,2.0,278.23,13.43,106,TRAILING STOP: Price 467.30 < Stop 476.58
1989-09-25,1989-10-23,DXY,99.56,98.15,21.2447,1.0,-29.95,-1.42,28,TRAILING STOP: Price 98.15 < Stop 98.43
1989-10-13,1989-10-27,RUSSELL2000,172.84,166.98,12.2647,1.0,-71.87,-3.39,14,TRAILING STOP: Price 166.98 < Stop 167.98
1989-10-13,1989-10-27,NASDAQ,467.3,452.8,4.4456,1.0,-64.46,-3.1,14,TRAILING STOP: Price 452.80 < Stop 454.68
1989-10-27,1989-12-12,NASDAQ,452.8,450.4,4.7677,1.0,-11.44,-0.53,46,TRAILING STOP: Price 450.40 < Stop 451.74
1989-12-12,1989-12-18,NASDAQ,450.4,436.0,4.7926,1.0,-69.01,-3.2,6,TRAILING STOP: Price 436.00 < Stop 442.72
1989-12-18,1990-01-10,SP500,343.69,347.31,6.2766,1.0,22.72,1.05,23,TRAILING STOP: Price 347.31 < Stop 348.16
1990-01-10,1990-01-15,NASDAQ,450.7,436.6,4.7873,1.0,-67.5,-3.13,5,TRAILING STOP: Price 436.60 < Stop 438.10
1990-01-15,1990-01-30,SP500,337.0,322.98,6.3985,1.0,-89.71,-4.16,15,TRAILING STOP: Price 322.98 < Stop 324.49
1990-01-30,1990-02-12,DAX,1815.2,1844.47,1.1632,1.5,51.07,2.42,13,TRAILING STOP: Price 1844.47 < Stop 1873.56
1990-01-30,1990-02-20,FTSE,2322.0,2277.0,0.8911,1.0,-40.1,-1.94,21,TRAILING STOP: Price 2277.00 < Stop 2286.36
1990-01-30,1990-02-21,NIKKEI,37215.6719,35734.3281,0.0579,1.0,-85.76,-3.98,22,TRAILING STOP: Price 35734.33 < Stop 36547.39
1990-02-12,1990-02-21,DAX,1844.47,1807.4,1.1228,1.0,-41.62,-2.01,9,TRAILING STOP: Price 1807.40 < Stop 1816.83
1990-02-21,1990-02-26,NIKKEI,35734.3281,33321.8711,0.0591,1.0,-142.5,-6.75,5,TRAILING STOP: Price 33321.87 < Stop 34233.90
1990-02-20,1990-03-23,FTSE,2277.0,2283.8999,0.9092,1.0,6.27,0.3,31,TREND REVERSAL: Death cross + below SMA200
1990-02-21,1990-04-10,DAX,1807.4,1913.14,1.1445,1.0,121.02,5.85,48,TRAILING STOP: Price 1913.14 < Stop 1917.56
1990-04-10,1990-04-23,DAX,1913.14,1851.35,1.1248,1.0,-69.5,-3.23,13,TRAILING STOP: Price 1851.35 < Stop 1861.97
1990-04-23,1990-05-14,DAX,1851.35,1857.98,1.1616,1.5,11.55,0.54,21,TRAILING STOP: Price 1857.98 < Stop 1869.48
1990-05-14,1990-05-22,DAX,1857.98,1803.25,1.1576,1.0,-63.35,-2.95,8,TRAILING STOP: Price 1803.25 < Stop 1807.55
1990-05-22,1990-06-08,DAX,1803.25,1826.5601,1.192,1.5,41.68,1.94,17,TRAILING STOP: Price 1826.56 < Stop 1828.74
1990-05-25,1990-06-22,SP500,354.58,355.43,5.9407,1.0,5.05,0.24,28,TRAILING STOP: Price 355.43 < Stop 355.62
1990-06-22,1990-07-23,SP500,355.43,355.31,6.0501,1.5,-1.09,-0.05,31,TRAILING STOP: Price 355.31 < Stop 356.67
1990-07-23,1990-08-06,SP500,355.31,334.43,6.0521,1.0,-126.37,-5.88,14,TRAILING STOP: Price 334.43 < Stop 341.17
1990-08-06,1990-08-23,HANGSENG,3107.0,2871.0,0.6913,1.0,-163.14,-7.6,17,TRAILING STOP: Price 2871.00 < Stop 2929.80
1990-08-28,1990-09-21,HANGSENG,3078.0,2931.0,0.6967,1.0,-102.42,-4.78,24,TRAILING STOP: Price 2931.00 < Stop 2963.70
1991-02-07,1991-04-17,HANGSENG,3333.0,3687.0,0.6428,2.0,455.12,21.24,69,TRAILING STOP: Price 3687.00 < Stop 3703.25
1991-02-15,1991-04-29,SP500,369.06,373.66,5.6892,1.0,26.17,1.25,73,TRAILING STOP: Price 373.66 < Stop 376.03
1991-04-29,1991-05-15,RUSSELL2000,172.06,169.47,12.2629,1.0,-31.76,-1.51,16,TRAILING STOP: Price 169.47 < Stop 171.07
1991-04-29,1991-05-15,NASDAQ,487.74,478.08,4.2395,1.0,-40.95,-1.98,16,TRAILING STOP: Price 478.08 < Stop 482.08
1991-04-22,1991-05-28,DXY,93.81,91.16,22.4883,1.0,-59.59,-2.82,36,TRAILING STOP: Price 91.16 < Stop 91.29
1991-05-15,1991-06-12,RUSSELL2000,169.47,174.66,12.4417,1.5,96.86,4.59,28,TRAILING STOP: Price 174.66 < Stop 175.01
1991-05-15,1991-06-12,NASDAQ,478.08,491.05,4.3221,1.5,84.09,4.07,28,TRAILING STOP: Price 491.05 < Stop 494.28
1991-06-12,1991-06-24,RUSSELL2000,174.66,169.27,12.0909,1.0,-65.17,-3.09,12,TRAILING STOP: Price 169.27 < Stop 172.03
1991-06-12,1991-06-24,NASDAQ,491.05,475.23,4.2146,1.0,-66.67,-3.22,12,TRAILING STOP: Price 475.23 < Stop 482.40
1991-05-31,1991-07-18,DXY,93.13,94.66,22.1841,1.0,33.94,1.64,48,TRAILING STOP: Price 94.66 < Stop 94.91
1991-07-18,1991-08-06,DXY,94.66,91.88,21.8428,1.0,-60.72,-2.94,19,TRAILING STOP: Price 91.88 < Stop 91.97
1991-06-24,1991-08-19,RUSSELL2000,169.27,169.17,12.4603,1.5,-1.87,-0.09,56,TRAILING STOP: Price 169.17 < Stop 171.44
1991-06-24,1991-08-19,NASDAQ,475.23,497.64,4.3494,2.0,194.94,9.43,56,TRAILING STOP: Price 497.64 < Stop 503.93
1991-08-06,1991-08-21,DXY,91.88,93.23,22.4905,1.5,45.54,2.2,15,TRAILING STOP: Price 93.23 < Stop 93.60
1991-08-21,1991-09-11,DXY,93.23,90.95,22.2146,1.0,-50.65,-2.45,21,TRAILING STOP: Price 90.95 < Stop 90.96
1991-08-19,1991-10-07,RUSSELL2000,169.17,176.67,12.4873,1.5,140.48,6.65,49,TRAILING STOP: Price 176.67 < Stop 177.03
1991-08-19,1991-10-09,NASDAQ,497.64,513.81,4.1601,1.5,100.9,4.87,51,TRAILING STOP: Price 513.81 < Stop 516.52
1991-10-09,1991-10-25,RUSSELL2000,176.27,179.94,12.0107,1.5,66.12,3.12,16,TRAILING STOP: Price 179.94 < Stop 179.94
1991-10-09,1991-10-25,NASDAQ,513.81,525.13,4.038,1.0,45.71,2.2,16,TRAILING STOP: Price 525.13 < Stop 526.38
1991-09-11,1991-11-01,DXY,90.95,88.7,22.7603,1.0,-51.21,-2.47,51,TRAILING STOP: Price 88.70 < Stop 89.79
1991-10-25,1991-11-15,RUSSELL2000,179.94,181.72,11.7782,1.5,31.45,1.48,21,TRAILING STOP: Price 181.72 < Stop 183.96
1991-10-25,1991-11-15,NASDAQ,525.13,531.29,3.9552,1.5,36.55,1.76,21,TRAILING STOP: Price 531.29 < Stop 540.21
1991-11-15,1991-11-25,RUSSELL2000,181.72,176.12,11.8925,1.0,-66.6,-3.08,10,TRAILING STOP: Price 176.12 < Stop 176.61
1991-11-15,1992-01-21,NASDAQ,531.29,604.87,3.9863,2.0,586.62,27.7,67,TRAILING STOP: Price 604.87 < Stop 605.28
1992-01-21,1992-02-19,NASDAQ,604.87,622.41,3.5182,1.0,61.71,2.9,29,TRAILING STOP: Price 622.41 < Stop 624.94
1992-01-21,1992-02-25,RUSSELL2000,200.94,207.58,10.8067,1.5,107.64,4.96,35,TRAILING STOP: Price 207.58 < Stop 207.94
1992-02-25,1992-03-06,RUSSELL2000,207.58,207.24,10.4774,1.0,-3.56,-0.16,10,TRAILING STOP: Price 207.24 < Stop 207.33
1992-02-25,1992-03-09,NASDAQ,621.4,615.82,3.43,1.0,-19.14,-0.9,13,TRAILING STOP: Price 615.82 < Stop 616.10
1992-03-09,1992-03-27,RUSSELL2000,206.86,203.84,10.5116,1.0,-31.75,-1.46,18,TRAILING STOP: Price 203.84 < Stop 204.74
1992-03-09,1992-03-27,NASDAQ,615.82,604.67,3.4603,1.0,-38.58,-1.81,18,TRAILING STOP: Price 604.67 < Stop 610.10
1992-03-27,1992-04-03,RUSSELL2000,203.84,199.04,10.6605,1.0,-51.17,-2.35,7,TRAILING STOP: Price 199.04 < Stop 199.88
1992-03-27,1992-04-07,NASDAQ,604.67,581.61,3.5219,1.0,-81.21,-3.81,11,TRAILING STOP: Price 581.61 < Stop 586.44
1992-04-07,1992-04-24,NASDAQ,581.61,572.89,3.6571,1.0,-31.89,-1.5,17,TRAILING STOP: Price 572.89 < Stop 573.99
1992-04-07,1992-04-27,RUSSELL2000,195.99,193.18,11.074,1.0,-31.12,-1.43,20,TRAILING STOP: Price 193.18 < Stop 194.00
1992-04-24,1992-06-09,NASDAQ,572.89,573.8,3.7116,1.0,3.38,0.16,46,TRAILING STOP: Price 573.80 < Stop 576.62
1992-06-09,1992-06-16,RUSSELL2000,196.49,192.83,11.0397,1.0,-40.41,-1.86,7,TRAILING STOP: Price 192.83 < Stop 193.00
1992-06-09,1992-06-17,NASDAQ,573.8,553.24,3.7048,1.0,-76.17,-3.58,8,TRAILING STOP: Price 553.24 < Stop 560.16
1992-06-17,1992-07-24,HANGSENG,5846.1001,5772.7998,0.3632,1.0,-26.63,-1.25,37,TRAILING STOP: Price 5772.80 < Stop 5886.73
1992-06-17,1992-08-21,SP500,402.26,414.85,5.3867,1.5,101.73,4.69,65,TRAILING STOP: Price 414.85 < Stop 415.70
1992-08-21,1992-09-25,SP500,414.85,414.35,5.2269,1.0,-2.61,-0.12,35,TRAILING STOP: Price 414.35 < Stop 416.12
1992-08-21,1992-09-30,HANGSENG,5509.3999,5505.3999,0.3857,1.0,-1.54,-0.07,40,TRAILING STOP: Price 5505.40 < Stop 5522.35
1992-09-25,1992-10-07,SP500,414.35,404.25,5.1305,1.0,-51.82,-2.44,12,TRAILING STOP: Price 404.25 < Stop 405.59
1992-09-30,1992-11-17,HANGSENG,5505.3999,6088.5,0.3861,1.0,225.15,10.59,48,TRAILING STOP: Price 6088.50 < Stop 6094.27
1992-11-17,1992-12-15,NASDAQ,627.07,650.75,3.3956,1.5,120.61,5.66,28,TRAILING STOP: Price 650.75 < Stop 652.23
1992-10-19,1993-01-07,SP500,414.98,430.73,5.1201,1.5,120.96,5.69,80,TRAILING STOP: Price 430.73 < Stop 432.39
1992-11-23,1993-01-25,DXY,90.87,90.47,22.9632,1.0,-9.19,-0.44,63,TRAILING STOP: Price 90.47 < Stop 91.13
1993-01-07,1993-02-12,NASDAQ,678.21,690.54,3.0848,1.0,38.04,1.82,36,TRAILING STOP: Price 690.54 < Stop 692.40
1993-01-07,1993-02-16,RUSSELL2000,221.12,221.2,9.6547,1.5,1.16,0.05,40,TRAILING STOP: Price 221.20 < Stop 227.38
1993-02-16,1993-03-22,RUSSELL2000,221.2,225.87,9.6534,1.5,67.62,3.17,34,TRAILING STOP: Price 225.87 < Stop 226.53
1993-02-16,1993-03-22,NASDAQ,665.39,676.62,3.145,1.5,52.98,2.53,34,TRAILING STOP: Price 676.62 < Stop 677.41
1993-01-25,1993-03-30,DXY,90.47,92.45,23.1221,1.5,68.67,3.28,64,TRAILING STOP: Price 92.45 < Stop 92.51
1993-03-22,1993-04-02,RUSSELL2000,225.87,224.74,9.4645,1.0,-10.69,-0.5,11,TRAILING STOP: Price 224.74 < Stop 225.19
1993-03-22,1993-04-02,NASDAQ,676.62,669.85,3.0963,1.0,-20.96,-1.0,11,TRAILING STOP: Price 669.85 < Stop 672.88
1993-03-30,1993-04-13,DXY,92.45,89.97,22.6751,1.0,-56.23,-2.68,14,TRAILING STOP: Price 89.97 < Stop 90.25
1993-04-02,1993-04-26,RUSSELL2000,224.74,219.48,9.515,1.0,-50.05,-2.34,24,TRAILING STOP: Price 219.48 < Stop 221.29
1993-04-02,1993-04-26,NASDAQ,669.85,645.87,3.1285,1.0,-75.02,-3.58,24,TRAILING STOP: Price 645.87 < Stop 654.72
1993-04-13,1993-04-26,DXY,89.97,88.51,23.2803,1.0,-33.99,-1.62,13,TRAILING STOP: Price 88.51 < Stop 88.93
1993-04-27,1993-05-28,DXY,89.61,88.96,23.3217,1.0,-15.16,-0.73,31,TRAILING STOP: Price 88.96 < Stop 89.03
1993-04-26,1993-06-08,RUSSELL2000,219.48,229.37,9.9145,1.5,147.08,6.76,43,TRAILING STOP: Price 229.37 < Stop 230.71
1993-04-26,1993-06-08,NASDAQ,645.87,687.74,3.3018,2.0,276.49,12.97,43,TRAILING STOP: Price 687.74 < Stop 689.45
1993-06-08,1993-07-19,NASDAQ,687.74,695.83,3.0528,1.5,37.05,1.76,41,TRAILING STOP: Price 695.83 < Stop 697.92
1993-06-08,1993-07-22,RUSSELL2000,229.37,233.76,9.3404,1.5,61.51,2.87,44,TRAILING STOP: Price 233.76 < Stop 234.64
1993-06-04,1993-08-18,DXY,90.75,93.38,23.0254,1.5,90.83,4.35,75,TRAILING STOP: Price 93.38 < Stop 93.49
1993-08-18,1993-09-07,DXY,93.38,91.36,22.9811,1.0,-46.42,-2.16,20,TRAILING STOP: Price 91.36 < Stop 91.74
1993-07-19,1993-09-08,NASDAQ,695.83,730.73,3.0184,1.5,158.01,7.52,51,TRAILING STOP: Price 730.73 < Stop 734.16
1993-09-08,1993-10-19,RUSSELL2000,243.0,255.95,9.0132,1.5,175.08,7.99,41,TRAILING STOP: Price 255.95 < Stop 255.99
1993-09-08,1993-10-19,NASDAQ,730.73,768.71,2.9373,1.5,167.34,7.8,41,TRAILING STOP: Price 768.71 < Stop 769.83
1993-10-19,1993-11-04,RUSSELL2000,255.95,253.11,8.4196,1.0,-23.91,-1.11,16,TRAILING STOP: Price 253.11 < Stop 255.23
1993-10-19,1993-11-04,NASDAQ,768.71,757.26,2.7473,1.0,-31.46,-1.49,16,TRAILING STOP: Price 757.26 < Stop 763.71
1993-11-04,1993-11-18,RUSSELL2000,253.11,252.0,8.5097,1.0,-9.45,-0.44,14,TRAILING STOP: Price 252.00 < Stop 252.55
1993-11-04,1993-11-18,NASDAQ,757.26,754.34,2.7874,1.0,-8.14,-0.39,14,TRAILING STOP: Price 754.34 < Stop 755.59
1993-11-18,1993-12-14,RUSSELL2000,252.0,249.89,8.5458,1.0,-18.03,-0.84,26,TRAILING STOP: Price 249.89 < Stop 249.96
1993-11-18,1993-12-14,NASDAQ,754.34,751.47,2.7978,1.0,-8.03,-0.38,26,TRAILING STOP: Price 751.47 < Stop 752.32
1993-09-21,1993-12-23,DXY,92.72,94.68,22.6864,1.5,66.7,3.17,93,TRAILING STOP: Price 94.68 < Stop 95.06
1993-12-14,1994-02-04,RUSSELL2000,249.89,261.67,8.6158,1.5,152.24,7.07,52,TRAILING STOP: Price 261.67 < Stop 263.76
1993-12-14,1994-02-04,NASDAQ,751.47,777.28,2.8078,1.5,108.7,5.15,52,TRAILING STOP: Price 777.28 < Stop 785.29
1993-12-23,1994-02-14,DXY,94.68,94.91,22.2978,1.0,5.13,0.24,53,TRAILING STOP: Price 94.91 < Stop 94.99
1994-02-14,1994-03-24,DXY,94.91,93.57,22.2972,1.0,-29.88,-1.41,38,TRAILING STOP: Price 93.57 < Stop 93.64
1994-02-04,1994-03-25,NASDAQ,777.28,783.45,2.7226,1.0,16.8,0.79,49,TRAILING STOP: Price 783.45 < Stop 784.92
1994-02-04,1994-03-28,RUSSELL2000,261.67,262.51,8.2524,1.5,10.4,0.48,52,TRAILING STOP: Price 262.51 < Stop 265.23
1994-03-25,1994-03-29,NASDAQ,783.45,755.29,2.7548,1.0,-77.58,-3.59,4,TRAILING STOP: Price 755.29 < Stop 761.99
1994-03-29,1994-04-04,RUSSELL2000,257.04,247.04,8.5595,1.0,-85.6,-3.89,6,TRAILING STOP: Price 247.04 < Stop 249.49
1994-03-29,1994-04-21,HANGSENG,9480.0996,8934.5996,0.2229,1.0,-121.59,-5.75,23,TRAILING STOP: Price 8934.60 < Stop 8952.60
1994-04-05,1994-04-22,DXY,95.28,93.91,21.7425,1.0,-29.79,-1.44,17,TREND REVERSAL: Death cross + below SMA200
1994-04-21,1994-05-24,DAX,2194.4099,2188.01,0.9433,1.5,-9.06,-0.44,33,TRAILING STOP: Price 2188.01 < Stop 2202.80
1994-05-24,1994-06-13,DAX,2188.01,2084.4199,0.9647,1.0,-99.93,-4.73,20,TRAILING STOP: Price 2084.42 < Stop 2097.98
1994-03-29,1994-06-21,DOW,3699.02,3707.97,0.5598,1.5,7.52,0.36,84,TRAILING STOP: Price 3707.97 < Stop 3721.66
1994-03-29,1994-06-22,NIKKEI,19709.7402,20581.3203,0.1094,1.0,95.35,4.42,85,TRAILING STOP: Price 20581.32 < Stop 20772.66
1994-06-22,1994-07-25,NIKKEI,20581.3203,20297.6602,0.1067,1.0,-30.26,-1.38,33,TRAILING STOP: Price 20297.66 < Stop 20362.99
1994-07-26,1994-09-07,NIKKEI,20345.3691,20023.8008,0.1079,1.0,-34.69,-1.58,43,TRAILING STOP: Price 20023.80 < Stop 20337.78
1994-09-15,1994-09-21,SP500,474.81,461.46,4.5283,1.0,-60.45,-2.81,6,TRAILING STOP: Price 461.46 < Stop 463.13
1994-09-12,1994-10-04,DOW,3860.3401,3801.1299,0.5683,1.0,-33.65,-1.53,22,TRAILING STOP: Price 3801.13 < Stop 3829.07
1994-09-21,1994-10-06,SP500,461.46,452.36,4.6567,1.0,-42.38,-1.97,15,TRAILING STOP: Price 452.36 < Stop 453.00
1994-10-04,1994-11-04,DOW,3801.1299,3807.52,0.5654,1.0,3.61,0.17,31,TRAILING STOP: Price 3807.52 < Stop 3818.71
1994-10-11,1994-11-21,SP500,465.79,458.3,4.6121,1.0,-34.54,-1.61,41,TRAILING STOP: Price 458.30 < Stop 461.18
1994-11-04,1994-11-22,NASDAQ,766.08,741.21,2.8043,1.0,-69.74,-3.25,18,TRAILING STOP: Price 741.21 < Stop 751.10
1994-12-16,1995-01-30,DOW,3807.1899,3832.0801,0.575,1.5,21.47,0.98,45,TRAILING STOP: Price 3832.08 < Stop 3837.76
1995-02-06,1995-07-19,NASDAQ,778.85,952.87,2.8114,2.0,978.48,44.69,163,TRAILING STOP: Price 952.87 < Stop 968.68
1995-07-19,1995-09-25,RUSSELL2000,287.07,310.16,7.6958,2.0,355.39,16.09,68,TRAILING STOP: Price 310.16 < Stop 310.72
1995-07-19,1995-09-27,NASDAQ,952.87,1026.54,2.2721,1.0,167.39,7.73,70,TRAILING STOP: Price 1026.54 < Stop 1034.25
1995-09-27,1995-10-04,RUSSELL2000,305.85,300.82,7.2574,1.0,-36.5,-1.64,7,TRAILING STOP: Price 300.82 < Stop 303.81
1995-09-27,1995-10-04,NASDAQ,1026.54,1002.27,2.119,1.0,-51.43,-2.36,7,TRAILING STOP: Price 1002.27 < Stop 1008.56
1995-10-04,1995-10-26,RUSSELL2000,300.82,294.63,7.3729,1.0,-45.64,-2.06,22,TRAILING STOP: Price 294.63 < Stop 296.27
1995-10-04,1995-11-21,NASDAQ,1002.27,1024.99,2.1686,1.0,49.27,2.27,48,TRAILING STOP: Price 1024.99 < Stop 1026.87
1995-11-21,1995-12-15,NASDAQ,1024.99,1030.48,2.1206,1.0,11.64,0.54,24,TRAILING STOP: Price 1030.48 < Stop 1035.52
1995-11-21,1995-12-18,RUSSELL2000,301.12,303.72,7.3658,1.5,28.73,1.3,27,TRAILING STOP: Price 303.72 < Stop 307.38
1995-12-15,1996-01-09,NASDAQ,1030.48,998.81,2.1096,1.0,-66.81,-3.07,25,TRAILING STOP: Price 998.81 < Stop 1017.40
1996-02-07,1996-02-23,DXY,86.65,85.45,24.5777,1.0,-29.49,-1.38,16,TRAILING STOP: Price 85.45 < Stop 85.45
1996-01-09,1996-03-01,NASDAQ,998.81,1086.08,2.1757,2.0,379.75,17.47,52,TRAILING STOP: Price 1086.08 < Stop 1086.28
1996-01-09,1996-03-08,RUSSELL2000,307.4,319.21,7.2136,1.5,127.79,5.76,59,TRAILING STOP: Price 319.21 < Stop 320.97
1996-02-23,1996-05-31,DXY,85.45,87.78,24.9159,1.5,87.08,4.09,98,TRAILING STOP: Price 87.78 < Stop 87.89
1996-03-01,1996-06-14,NASDAQ,1086.08,1213.1801,1.9681,2.0,500.3,23.41,105,TRAILING STOP: Price 1213.18 < Stop 1217.88
1996-06-14,1996-06-19,RUSSELL2000,355.08,347.2,6.1819,1.0,-48.71,-2.22,5,TRAILING STOP: Price 347.20 < Stop 348.00
1996-06-14,1996-06-20,NASDAQ,1213.1801,1167.34,1.7732,1.0,-81.28,-3.78,6,TRAILING STOP: Price 1167.34 < Stop 1174.75
1996-06-20,1996-07-08,RUSSELL2000,344.16,336.68,6.3705,1.0,-47.65,-2.17,18,TRAILING STOP: Price 336.68 < Stop 339.22
1996-06-20,1996-07-08,NASDAQ,1167.34,1148.8199,1.8406,1.0,-34.09,-1.59,18,TRAILING STOP: Price 1148.82 < Stop 1154.83
1996-07-08,1996-07-11,RUSSELL2000,336.68,324.58,6.5071,1.0,-78.74,-3.59,3,TRAILING STOP: Price 324.58 < Stop 326.27
1996-07-08,1996-07-15,NASDAQ,1148.8199,1060.1899,1.8689,1.0,-165.64,-7.71,7,TRAILING STOP: Price 1060.19 < Stop 1097.49
1996-05-31,1996-07-16,DXY,87.78,86.43,24.9034,1.0,-33.62,-1.54,46,TRAILING STOP: Price 86.43 < Stop 87.22
1996-07-15,1996-07-22,NIKKEI,21753.4199,21005.6309,0.1005,1.0,-75.14,-3.44,7,TRAILING STOP: Price 21005.63 < Stop 21050.39
1996-07-15,1996-09-02,HANGSENG,10800.0996,11106.5996,0.1984,1.0,60.79,2.84,49,TRAILING STOP: Price 11106.60 < Stop 11157.29
1996-07-16,1996-10-29,DXY,86.43,87.34,23.826,1.0,21.68,1.05,105,TRAILING STOP: Price 87.34 < Stop 87.53
1996-07-15,1996-12-12,DOW,5349.5098,6303.71,0.3924,1.0,374.47,17.84,150,TRAILING STOP: Price 6303.71 < Stop 6326.09
1996-12-13,1997-02-10,RUSSELL2000,354.18,364.15,6.0776,1.5,90.89,4.22,59,TRAILING STOP: Price 364.15 < Stop 364.55
1996-12-13,1997-02-10,NASDAQ,1284.91,1335.34,1.6417,1.0,82.79,3.92,59,TRAILING STOP: Price 1335.34 < Stop 1337.82
1997-02-24,1997-02-28,RUSSELL2000,366.45,360.05,5.8835,1.0,-37.65,-1.75,4,TRAILING STOP: Price 360.05 < Stop 360.19
1997-02-24,1997-03-13,NASDAQ,1345.08,1293.28,1.5708,1.0,-81.37,-3.85,17,TRAILING STOP: Price 1293.28 < Stop 1301.18
1996-07-15,1997-03-20,DAX,2529.5,3247.03,0.8134,1.0,583.61,28.37,248,TRAILING STOP: Price 3247.03 < Stop 3263.90
1997-03-17,1997-03-27,RUSSELL2000,357.37,348.95,6.0264,1.0,-50.74,-2.36,10,TRAILING STOP: Price 348.95 < Stop 349.19
1997-03-17,1997-03-31,NASDAQ,1279.4301,1221.7,1.6496,1.0,-95.23,-4.51,14,TRAILING STOP: Price 1221.70 < Stop 1223.17
1996-10-29,1997-04-01,DXY,87.34,94.09,24.5706,2.0,331.7,15.46,154,TRAILING STOP: Price 94.09 < Stop 94.35
1997-03-27,1997-04-02,RUSSELL2000,348.95,337.79,6.1993,1.0,-69.18,-3.2,6,TRAILING STOP: Price 337.79 < Stop 339.85
1997-04-01,1997-05-09,DXY,94.09,94.9,22.5772,1.5,27.43,1.29,38,TRAILING STOP: Price 94.90 < Stop 95.63
1997-05-09,1997-05-20,DXY,94.9,93.26,22.384,1.0,-36.71,-1.73,11,TRAILING STOP: Price 93.26 < Stop 93.33
1997-03-31,1997-08-15,SP500,757.12,900.81,2.8533,1.0,409.99,18.98,137,TRAILING STOP: Price 900.81 < Stop 919.76
1997-03-31,1997-08-15,DOW,6583.48,7694.7002,0.3216,1.0,357.34,16.88,137,TRAILING STOP: Price 7694.70 < Stop 7884.19
1997-04-02,1997-08-15,DAX,3210.9399,4077.5901,0.6614,2.0,1146.39,53.98,135,TRAILING STOP: Price 4077.59 < Stop 4139.53
1997-05-20,1997-08-26,DXY,93.26,98.36,22.7697,1.5,174.19,8.2,98,TRAILING STOP: Price 98.36 < Stop 98.73
1997-08-26,1997-09-15,DXY,98.36,97.28,22.4104,1.0,-24.2,-1.1,20,TRAILING STOP: Price 97.28 < Stop 97.44
1997-09-15,1997-10-16,DXY,97.28,96.49,22.6543,1.0,-17.9,-0.81,31,TRAILING STOP: Price 96.49 < Stop 96.54
1997-08-15,1997-10-17,RUSSELL2000,408.58,449.29,5.5003,2.0,447.84,19.93,63,TRAILING STOP: Price 449.29 < Stop 455.48
1997-08-15,1997-10-17,NASDAQ,1562.03,1666.85,1.41,1.0,147.79,6.71,63,TRAILING STOP: Price 1666.85 < Stop 1691.92
1997-10-17,1997-10-27,RUSSELL2000,449.29,420.13,5.0308,1.0,-146.7,-6.49,10,TRAILING STOP: Price 420.13 < Stop 442.59
1997-10-17,1997-10-27,NASDAQ,1666.85,1532.75,1.3289,1.0,-178.21,-8.05,10,STOP LOSS: -8.0%
1997-10-16,1997-10-29,DXY,96.49,95.77,22.836,1.0,-16.44,-0.75,13,TRAILING STOP: Price 95.77 < Stop 95.96
1997-10-27,1997-11-25,RUSSELL2000,420.13,426.91,5.3645,1.0,36.37,1.61,29,TRAILING STOP: Price 426.91 < Stop 428.58
1997-10-27,1997-12-11,NASDAQ,1532.75,1558.54,1.441,1.0,37.16,1.68,45,TRAILING STOP: Price 1558.54 < Stop 1570.70
1997-11-26,1997-12-11,RUSSELL2000,428.16,424.7,5.0603,1.0,-17.51,-0.81,15,TRAILING STOP: Price 424.70 < Stop 428.04
1997-12-11,1998-01-09,RUSSELL2000,424.7,412.95,5.2065,1.0,-61.18,-2.77,29,TRAILING STOP: Price 412.95 < Stop 421.87
1997-12-11,1998-01-09,NASDAQ,1558.54,1503.22,1.3904,1.0,-76.92,-3.55,29,TRAILING STOP: Price 1503.22 < Stop 1513.20
1997-11-06,1998-01-16,USDJPY,123.65,129.32,17.8591,1.0,101.26,4.59,71,TRAILING STOP: Price 129.32 < Stop 129.48
1997-11-20,1998-01-23,DXY,96.72,98.44,22.375,1.5,57.73,2.67,64,TRAILING STOP: Price 98.44 < Stop 99.14
1998-01-16,1998-02-04,USDJPY,129.32,123.68,16.4302,1.0,-92.67,-4.36,19,TRAILING STOP: Price 123.68 < Stop 123.92
1998-01-09,1998-04-07,RUSSELL2000,412.95,475.15,5.348,2.0,665.29,30.12,88,TRAILING STOP: Price 475.15 < Stop 477.60
