Price,Close,High,Low,Open,Volume
Ticker,ZB=F,ZB=F,ZB=F,ZB=F,ZB=F
Date,,,,,
2000-11-27,101.28130340576172,101.3125,101.0625,101.25,69214
2000-11-28,101.5,101.71880340576172,100.9375,101.25,12530
2000-11-29,101.9375,101.9375,101.1875,101.53130340576172,5281
2000-11-30,102.3125,102.8125,101.78130340576172,101.78130340576172,3042
2000-12-01,102.09380340576172,102.4375,101.90630340576172,102.25,1285
2000-12-04,101.65630340576172,102.4375,101.59380340576172,102.125,1039
2000-12-05,102.71880340576172,102.75,101.5625,101.71880340576172,55
2000-12-06,103.71880340576172,103.71880340576172,102.59380340576172,102.6875,3762
2000-12-07,103.6875,103.875,102.96880340576172,103.53130340576172,980
2000-12-08,103.65630340576172,103.84380340576172,102.9375,103.59380340576172,261
2000-12-11,103.375,103.40630340576172,103.03130340576172,103.09380340576172,785
2000-12-12,103.4375,103.4375,102.875,103.125,21
2000-12-13,104.21880340576172,104.21880340576172,103.0625,103.15630340576172,790
2000-12-14,104.53130340576172,104.875,104.0625,104.0625,1
2000-12-15,104.53130340576172,104.6875,104.53130340576172,104.53130340576172,1116
2000-12-18,104.5,105.125,104.5,104.8125,577
2000-12-19,104.21880340576172,104.46880340576172,104.03130340576172,104.46880340576172,45370
2000-12-20,105.40630340576172,105.4375,104.375,104.46880340576172,51773
2000-12-21,105.28130340576172,105.53130340576172,104.625,105.375,12952
2000-12-22,105.40630340576172,105.65630340576172,104.9375,105.28130340576172,18255
2000-12-26,105.375,105.6875,104.5,105.59380340576172,13536
2000-12-27,104.71880340576172,105.3125,104.5625,105.1875,20979
2000-12-28,104.71880340576172,105.125,104.46880340576172,104.71880340576172,9600
2000-12-29,104.6875,105.3125,104.53130340576172,104.71880340576172,35571
2001-01-02,106.34380340576172,106.375,104.5625,104.5625,57692
2001-01-03,104.15630340576172,106.9375,104.09380340576172,106.25,52510
2001-01-04,104.96880340576172,105.125,104.125,104.25,49811
2001-01-05,105.8125,105.84380340576172,104.5625,105.03130340576172,52930
2001-01-08,105.34380340576172,105.75,105.21880340576172,105.6875,68840
2001-01-09,105.28130340576172,105.46880340576172,104.75,105.375,61126
2001-01-10,104.34380340576172,105.375,104.28130340576172,105.28130340576172,65141
2001-01-11,103.84380340576172,104.6875,103.5625,104.40630340576172,46970
2001-01-12,102.96880340576172,103.84380340576172,102.78130340576172,103.84380340576172,50978
2001-01-16,103.21880340576172,103.40619659423828,102.8125,102.9375,84708
2001-01-17,104.03130340576172,104.375,102.65630340576172,103.1875,75430
2001-01-18,104.53130340576172,104.875,103.78130340576172,104.09380340576172,47191
2001-01-19,103.6875,104.625,103.59380340576172,104.5625,52849
2001-01-22,103.25,103.75,103.03130340576172,103.75,67112
2001-01-23,102.59380340576172,103.71880340576172,102.5625,103.25,64278
